tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
TI DUP,7279724100,Ana Castaneda,01041931,73,31,73,44,1
CCT,0164716706,Daniela Hurtado,17091941,91,60,91,55,0
TI DUP,8833449022,María González,19072002,52,79,52,78,0
NUIP,6139937456,Juan López,17091977,41,68,41,65,0
TI REN,6988101415,María Cartagena,11091924,95,3,95,19,1
NIP,2518721484,Daniela López,19021949,73,2,73,52,0
EIS,0688578894,Marcela Castaneda,09071963,85,3,85,93,0
CCT,4670350199,Melissa Martínez,27011987,97,4,97,43,1
CC PV,9628503873,Daniela Rodríguez,12111923,23,10,23,41,1
TI PV,2340241250,Sofía Murillo,24012003,20,92,20,58,1
EIS,7356242094,Sofía Rodríguez,03071953,13,42,13,2,0
CC,5086261727,David Murillo,18051989,66,13,66,79,1
HLED-WEB,4858551274,Juan González,14091930,85,100,85,74,0
CC DIG,9484286683,Luis González,06111979,13,51,13,26,0
AFIS,7191286335,David Perez,05051977,47,99,47,43,1
AFIS,3045020439,Melissa Hernández,15031968,52,29,52,44,1
HLED-WEB,3057550881,Daniela González,12011954,50,98,50,79,1
NUIP,7288357553,Juan Perez,20031910,94,26,94,44,1
ANI,2945874121,Miguel López,16071934,94,79,94,90,1
SIC,4734298054,Carlos Cartagena,16111985,76,1,76,13,1
TI PV,9118021296,Sofía Cartagena,15031926,44,22,44,19,0
ANI,0444636703,Daniela García,06011983,20,31,20,35,1
CC DIG,2949294743,Marcela Martínez,12061926,8,6,8,38,0
SIC,6928506395,Ana Hernández,10111945,91,93,91,55,0
CC PV,4669001103,Laura Hurtado,20081963,5,36,5,59,0
NIP,5976302664,Gabriela Cartagena,19041926,25,22,25,36,0
NUIP,1774503295,Melissa Cifuentes,19041950,11,20,11,88,0
CC REC,0584844055,Laura Hernández,06061983,99,44,99,25,0
TI PV,3519966399,Sofía López,08081977,20,52,20,91,0
NUIP,8457273833,Daniela Martínez,22051985,68,79,68,88,0
CC,2356399228,Ana Hernández,01051939,81,32,81,55,0
AFIS,0590421560,Miguel González,24061949,11,87,11,11,1
DCU,6376147904,Gabriela Cartagena,28041962,63,44,63,3,1
DCU,2486425353,Carlos Hurtado,25061991,23,100,23,11,1
MTR,1934090686,María Martínez,10071927,52,13,52,2,0
TI PV,5726255865,David Cartagena,18081986,76,13,76,21,0
ABIS,7234996565,Daniela Hernández,28011976,44,30,44,50,1
SITAC,7723921827,David Hurtado,07032001,23,93,23,3,1
TI REN,4949576477,Luis Cartagena,06031976,17,98,17,1,0
CC DUP,9628798574,María González,12022006,73,62,73,50,1
CC PV,3152627018,Luis Hurtado,14081949,5,52,5,50,1
DCU,2296350488,Laura Castaneda,10011967,18,4,18,29,0
EIS,0368310056,Juan Murillo,07091953,70,52,70,42,1
HLED-WEB,9801603888,Manuela González,22051932,47,86,47,58,0
CC PV,6748557418,Sofía Cartagena,16121933,50,42,50,2,0
TI,6434460875,Miguel Murillo,17091981,50,29,50,31,0
CC DUP,4966844831,Sofía Martínez,04071960,54,30,54,97,0
SITAC,8792718945,Melissa Cifuentes,05091975,11,91,11,32,0
NIP,9420122833,María López,19051955,23,21,23,31,1
HLED-WEB,2131927274,Sofía Hurtado,04061947,41,25,41,20,1
CCT,0211743674,Carlos Hernández,02101969,81,88,81,30,1
TI,8548583981,Laura Cartagena,02121939,20,59,20,99,1
NUIP,5036096744,Carlos López,07011963,86,34,86,21,1
MTR,2376175924,Daniela Hurtado,24111948,47,50,47,99,1
TI PV,0385569306,Ana Hernández,16011953,23,19,23,97,0
CC,0930748248,Ana Hernández,28111930,68,93,68,59,1
NUIP,9715138621,Luis Hurtado,02121930,95,95,95,75,1
CC PV,7876775349,David Hurtado,15122007,8,25,8,22,1
TI REN,1130579209,Ana Murillo,22111997,68,51,68,78,1
NUIP,8736492719,Gabriela Murillo,05011980,95,58,95,98,0
SIC,6403028956,David Rodríguez,09061999,99,90,99,86,1
CC PV,5610667606,Juan González,24022018,95,41,95,41,0
CC PV,1848556008,Daniela López,24061938,41,40,41,30,1
CCT,3281320693,Carlos Castaneda,26091996,94,100,94,34,0
CC PV,8631008887,Melissa Rodríguez,07091927,63,30,63,88,0
TI PV,8532448446,Juan Rodríguez,03061933,25,40,25,22,0
TI,0736321572,Manuela Hernández,15081946,99,79,99,1,1
TI REN,4913575781,Manuela García,27022001,11,91,11,4,1
CC REN,2540816821,Marcela González,06101995,88,62,88,93,0
CC REC,4779308865,David Hernández,01041986,23,47,23,4,0
DCU,0316140900,Luis García,25051945,23,25,23,83,1
CC REC,1439941836,María González,27071962,41,98,41,100,0
SIC,3164746746,Manuela Hernández,06071957,15,25,15,35,0
SITAC,5955482820,Laura Hurtado,22021989,99,88,99,94,0
NIP,1472661931,Sofía Murillo,27061938,27,74,27,94,1
CC REC,7733450010,María Castaneda,13031961,15,58,15,21,1
ANI,0226498341,María Cifuentes,08122006,52,78,52,50,1
SITAC,9654042020,Miguel Murillo,04021986,76,79,76,25,0
ANI,1320429685,Luis Cifuentes,05122005,54,13,54,32,0
AFIS,3513287434,David García,06091943,95,6,95,19,0
CCT,4337695013,Sofía Perez,14111952,13,26,13,91,0
NUIP,6535929615,David Cartagena,22111982,15,15,15,93,1
TI,2743312971,Ana López,27061969,68,60,68,47,0
CC DUP,9094349177,David Hurtado,17031964,73,32,73,45,0
SIC,6927157504,Luis Rodríguez,11021937,95,90,95,41,0
CCT,2205201948,Laura González,15111947,76,29,76,88,1
CC,6719086410,David Hernández,24111993,66,36,66,24,0
NUIP,7927014837,Manuela García,10071924,94,50,94,65,1
DCU,8781416941,Sofía Cartagena,15111992,66,16,66,75,0
EIS,9405220667,Luis Martínez,18091930,85,65,85,53,0
MTR,4337362605,Marcela Castaneda,05071957,52,2,52,22,0
CCT,5172826812,Melissa Murillo,27051982,63,62,63,91,1
CC DUP,4861202601,David Cifuentes,15061984,19,92,19,51,1
CC DIG,1484346221,Laura Castaneda,21062016,99,77,99,78,0
DCU,3856367514,David González,24031942,5,34,5,1,0
TI REN,7392206022,Manuela Hurtado,03091941,70,53,70,13,1
TI REN,3036462575,David Castaneda,04051930,17,32,17,58,0
EIS,1763381918,Marcela García,18101961,19,100,19,92,1
NUIP,5742657057,Melissa Castaneda,04081942,52,35,52,99,0
TI,7499583871,María Hurtado,22051981,5,62,5,6,1
CCT,4787016500,Sofía Murillo,16011946,88,95,88,1,1
TI REC,3143307808,Gabriela Rodríguez,24051945,52,62,52,35,0
CC PV,6098499349,Melissa Castaneda,28051931,97,22,97,47,0
AFIS,4429497694,Manuela Hernández,07031964,13,94,13,99,1
SIC,1617978772,Gabriela Cifuentes,12121992,76,36,76,91,1
SIC,9407787941,Luis Castaneda,01121966,17,29,17,16,0
AFIS,6684348144,María Perez,07071940,68,32,68,22,0
EIS,9713875905,David Hernández,05041962,27,100,27,45,1
CC DUP,8580234599,Gabriela Castaneda,10081980,44,90,44,47,0
EIS,4133621018,Luis García,02051997,76,52,76,10,0
TI DUP,9860361714,Gabriela Hernández,22031943,25,88,25,43,1
SIC,8140331874,Carlos Cifuentes,09041969,25,67,25,35,0
ANI,5468593985,Manuela Rodríguez,26101913,70,22,70,93,1
NIP,0290812525,Gabriela Cifuentes,12081936,8,75,8,53,0
CC DUP,7526354717,Ana Cifuentes,02081949,20,65,20,25,0
TI,5442615729,Juan González,23122003,27,78,27,42,0
SITAC,3164332955,María López,04091939,97,98,97,67,0
CC REC,5196153501,Manuela Cartagena,12121934,15,91,15,20,1
SIC,1996527376,Laura Martínez,21101939,13,30,13,83,0
CC PV,0884068634,Daniela García,13091974,54,20,54,13,0
ABIS,6853511688,Sofía González,26061992,94,50,94,54,0
CC DUP,2808683746,Daniela Perez,17061942,15,11,15,97,0
NIP,6191094514,Melissa García,04081925,95,68,95,99,1
TI PV,6623783286,Gabriela Hernández,02091962,66,55,66,65,1
MTR,2640649870,Luis Hernández,04091947,19,59,19,31,0
SIC,0882367538,Juan Cifuentes,02011996,47,90,47,47,1
DCU,2682828359,Carlos Cartagena,06041957,25,86,25,47,1
ABIS,2909977751,David García,18071973,81,29,81,55,0
TI DUP,1043027873,Gabriela Cartagena,03041995,54,100,54,52,1
CC DUP,4787485421,Marcela Martínez,27121941,52,10,52,47,0
CC PV,9452042745,Sofía Hernández,17071957,97,65,97,50,1
CC REC,0823650881,Carlos Hernández,06011968,99,86,99,50,1
CC DIG,7241400042,Carlos Murillo,11101990,70,99,70,24,1
TI,6360994392,Melissa Cartagena,27081931,18,19,18,16,0
CC REN,0634091433,Luis López,21071940,25,88,25,60,1
TI DUP,0255170768,María Cifuentes,19031926,17,50,17,22,0
CC REC,2833486850,Luis López,05021991,52,24,52,20,0
ANI,7228884799,María Hernández,01021995,88,47,88,41,1
ANI,5100375094,Juan Murillo,01071947,17,60,17,53,0
ANI,7938960462,Manuela Cartagena,15031997,68,78,68,94,0
CC REN,1899892856,Ana García,10031985,25,58,25,77,0
CC REC,9452982039,Melissa Perez,11091928,95,16,95,34,0
CC REC,8619245731,Marcela Cartagena,27071960,50,50,50,95,0
NIP,1956048822,Gabriela Cartagena,10051982,13,44,13,98,0
ABIS,0611664553,Manuela López,18071968,86,13,86,6,1
CC DUP,4895676592,David Cartagena,02111986,68,11,68,92,1
CC PV,3134522201,Carlos Rodríguez,15041952,76,67,76,24,1
TI,8562696966,Melissa Cartagena,06061976,95,51,95,26,1
CC REC,3256663986,Luis Hurtado,05061992,97,54,97,54,1
TI REC,4750346145,Luis Cifuentes,04121986,27,2,27,29,1
DCU,6738652754,Carlos Hurtado,26112009,15,73,15,38,0
DCU,0302147198,David Cartagena,25081938,81,65,81,2,1
NUIP,9861520642,Carlos González,28051939,66,94,66,36,1
ABIS,9850032685,Luis Martínez,19011946,23,24,23,21,0
CC REC,1725251169,Manuela Perez,28032002,20,79,20,75,1
TI,4513580653,Marcela Rodríguez,28091954,50,1,50,54,1
DCU,0234386379,Carlos Hurtado,18071969,88,3,88,13,0
EIS,3405555587,Miguel Hernández,24082008,5,81,5,62,1
CCT,2319447515,David Hernández,20081902,47,73,47,4,1
NUIP,8962882796,Sofía Castaneda,19101935,52,87,52,19,1
ANI,1777567900,Miguel González,22081971,20,100,20,75,0
CC DIG,9761195690,Luis Murillo,27022006,91,43,91,45,0
SIC,9007354637,María Rodríguez,21031961,54,65,54,38,1
HLED-WEB,2391676666,Ana Hurtado,08061953,70,74,70,2,1
SIC,5229679605,Luis Cartagena,26101981,50,60,50,32,0
TI,9407137959,Sofía García,04041959,81,75,81,98,0
TI REN,1239468153,Manuela García,07072006,5,53,5,40,1
ABIS,1137560203,David Murillo,22111957,70,40,70,47,1
TI REN,5502811308,David Castaneda,21122009,94,43,94,50,0
CC REC,7442027467,Marcela Cartagena,08021969,70,50,70,30,1
CCT,2945557918,Juan Martínez,13032001,70,22,70,29,1
NIP,2786838843,Daniela Cifuentes,03071962,17,41,17,58,0
CC DUP,5484142381,Sofía Hernández,19101955,20,50,20,83,0
CC REC,1108939887,Manuela Martínez,19082001,18,40,18,86,1
CC DUP,6712713169,Sofía García,21101948,91,51,91,77,1
SIC,7273749731,Luis Hurtado,02061954,47,52,47,11,0
TI REN,1223547958,David Martínez,13121956,41,15,41,77,1
TI PV,9726645975,Luis Rodríguez,28111945,5,3,5,41,1
EIS,3352979554,Manuela Cartagena,03021971,13,51,13,26,0
TI,1389411805,Juan Rodríguez,12021957,23,47,23,50,1
NIP,6435047584,María Murillo,25061969,97,87,97,50,0
NUIP,5342850795,Juan Cartagena,03041985,94,16,94,90,1
HLED-WEB,3358186817,Carlos Hernández,27071987,66,100,66,19,1
AFIS,7403357028,Luis Hurtado,08011927,47,99,47,78,0
TI REC,1695605959,Sofía Cifuentes,25111989,99,31,99,74,0
CC DIG,0050571298,Carlos Hurtado,11051998,70,20,70,86,1
CC PV,2285659828,Miguel García,23011946,66,75,66,1,0
NUIP,4272287444,Ana Cartagena,28041981,44,50,44,3,0
TI REN,5408766912,Laura Martínez,17012009,91,60,91,97,1
AFIS,0075572786,Melissa Hernández,08022004,25,53,25,78,0
CCT,8102307974,Marcela González,05101944,73,95,73,21,1
ANI,7301067259,David López,28032008,76,36,76,26,1
TI REN,3644236833,Miguel Rodríguez,26081988,18,90,18,58,0
TI DUP,2247821123,Gabriela Cifuentes,02101987,91,41,91,40,1
TI,8941545539,Gabriela Cifuentes,06041936,20,30,20,55,0
EIS,9873476333,Ana García,14022004,25,44,25,74,1
NIP,3140678195,Laura Perez,28071991,70,90,70,25,1
ANI,1908939730,Juan Rodríguez,27031991,85,93,85,4,1
ANI,9397786835,Laura Martínez,07081948,25,86,25,3,0
AFIS,5592407607,Marcela Martínez,06041957,66,4,66,6,1
TI REN,7400240570,David Rodríguez,04071926,5,35,5,1,1
CC DIG,9689753272,Luis Murillo,12101993,19,2,19,22,0
HLED-WEB,0551214614,Marcela López,10101957,27,36,27,60,0
CC,7643726775,Sofía Martínez,13082006,97,78,97,11,1
NIP,6810165046,Sofía Cifuentes,19032005,11,100,11,83,0
EIS,7219581138,Melissa Castaneda,12111969,63,50,63,90,0
TI DUP,4935320906,Luis Rodríguez,24061952,66,32,66,40,0
NUIP,5380913892,Melissa Cifuentes,11041966,97,50,97,53,0
TI REN,7213823866,David López,22062006,86,60,86,35,1
CCT,2742985468,Marcela García,18031983,17,77,17,95,1
TI DUP,3275021300,Laura Rodríguez,20091963,47,68,47,50,1
CC PV,9948172892,Laura Hernández,11121986,11,29,11,50,0
SIC,4669746676,Melissa Cifuentes,28101939,8,53,8,77,1
DCU,8019811583,Luis Cifuentes,02071985,97,22,97,75,1
CC REN,6792683861,Laura González,15041972,63,58,63,50,1
DCU,4049755831,Ana Castaneda,22021974,88,92,88,19,1
EIS,5877359633,Marcela González,10102004,8,4,8,98,1
MTR,8119257297,Juan Murillo,03051947,70,73,70,10,1
TI REC,5941554564,Marcela Cartagena,03101935,68,24,68,60,1
TI PV,7383504650,David Martínez,28021933,76,79,76,6,0
TI REN,4084937405,Daniela Castaneda,27111956,19,13,19,92,1
AFIS,6153337329,Gabriela López,25121997,50,90,50,92,0
CC,3016846096,Sofía Hurtado,21061935,44,38,44,53,0
ANI,6752129504,Laura Perez,01092006,95,42,95,30,0
CC PV,4202400569,Laura Hurtado,21101984,54,44,54,77,1
SIC,8115151974,Luis Rodríguez,13071933,76,51,76,53,1
SITAC,0564594135,Daniela López,25112006,50,40,50,68,1
ABIS,8935053446,Manuela García,05031974,19,74,19,29,1
TI REC,9566563117,Carlos Martínez,01011930,94,73,94,75,1
CCT,3633615652,Luis López,10071971,23,93,23,34,0
TI,7243064281,Laura Castaneda,07121953,50,40,50,40,0
TI,8867204901,Gabriela González,08121965,97,6,97,42,0
TI,6206968348,Daniela López,18041992,19,40,19,43,1
SIC,2582416999,Marcela García,22071966,54,90,54,29,0
CC,9770307936,Manuela Cartagena,20072000,5,62,5,41,0
DCU,3161649311,Marcela González,01091958,81,86,81,26,0
CC REC,7196553605,Miguel Cartagena,05111930,63,26,63,75,0
NIP,1996429277,Juan Cifuentes,10101958,17,25,17,94,1
NUIP,8588054785,Melissa Martínez,15111955,27,100,27,87,1
NIP,4687665318,Manuela Rodríguez,18041998,91,29,91,53,0
CCT,8910159693,David Cartagena,15111987,47,65,47,73,0
CC,4655424475,David López,12091996,41,11,41,43,1
HLED-WEB,9465901487,David Cifuentes,12021979,91,35,91,11,0
CC PV,7437044709,Sofía Castaneda,18052006,66,97,66,58,1
CC DUP,7954563077,Gabriela Cartagena,03072009,70,42,70,24,1
CC DUP,0361897661,Manuela Hernández,18121985,15,87,15,52,1
SIC,8770527534,Gabriela Castaneda,07011902,88,99,88,26,1
SITAC,3499152370,David Martínez,22102003,73,40,73,4,1
CC,2120667269,Daniela Hurtado,08081988,73,97,73,52,0
CCT,3050526573,Marcela Rodríguez,02061963,91,59,91,6,0
ANI,4222781518,Carlos Hurtado,13092002,97,35,97,54,1
TI,1179779672,Daniela Cifuentes,11021985,86,29,86,62,0
NIP,2954672128,Sofía García,26081928,85,91,85,11,0
SITAC,3585288964,Laura González,28031999,70,34,70,50,0
CCT,7136327540,Daniela Murillo,02051984,19,68,19,10,0
NIP,4956858188,Marcela García,17011979,11,51,11,62,1
CC DIG,1310628779,Gabriela Cartagena,02071929,8,26,8,47,1
CC DUP,7926083875,Melissa Castaneda,02031951,70,24,70,16,0
CC PV,3647003256,Juan López,05031942,13,100,13,100,1
CC DIG,1953501596,Marcela Cifuentes,24111987,19,94,19,92,0
TI REN,2014917684,Juan Martínez,19111952,99,31,99,73,0
SIC,1308678279,Daniela Hurtado,28121987,85,26,85,4,0
ABIS,7626313818,Manuela García,13031988,81,83,81,35,1
MTR,1484015905,Marcela Cifuentes,17021968,81,44,81,94,1
HLED-WEB,0471898904,Melissa Rodríguez,01121966,76,52,76,83,0
CC,7317498371,Miguel Rodríguez,10081978,94,41,94,92,0
TI REC,3989528448,Miguel Hernández,05061964,17,26,17,16,1
TI REN,7494399833,Laura Hernández,20041934,70,67,70,35,1
TI REN,2062996856,Ana Perez,10041962,19,73,19,20,0
TI,6631960450,Laura García,10011949,44,3,44,34,0
DCU,0733287350,Sofía Hernández,28031952,41,100,41,6,0
TI,0906279637,Sofía García,12031968,88,1,88,65,1
CC REC,9410298204,David Cartagena,18041941,94,74,94,88,1
ABIS,5772492741,Ana Cartagena,01121963,70,34,70,51,1
CC PV,5169493431,Juan Murillo,15041960,23,43,23,10,1
ABIS,1587268380,Sofía Martínez,11061992,15,20,15,2,1
CC DUP,4826076146,Laura Cartagena,13022004,23,29,23,91,0
ABIS,8332194553,Daniela Perez,12071974,23,15,23,34,0
SIC,4207953920,Manuela López,17041935,17,94,17,67,1
NUIP,3684100967,María López,14041982,18,65,18,41,0
HLED-WEB,9127614116,Luis Cartagena,25041930,85,43,85,97,1
MTR,9473976167,Gabriela Hernández,14071982,73,24,73,55,1
CC DIG,7133182744,Marcela Martínez,27101987,25,31,25,43,0
TI DUP,5733853095,Ana Rodríguez,05101987,66,90,66,41,0
HLED-WEB,7094904354,Carlos Martínez,14031960,63,19,63,36,0
CCT,1731176834,Gabriela Castaneda,01011925,95,16,95,99,1
MTR,8873206861,Carlos López,18101931,63,68,63,50,1
TI DUP,8106144194,María García,15072009,18,58,18,1,0
CCT,7820564923,María Hernández,01081959,5,98,5,15,0
NUIP,2268446182,Miguel Perez,02011957,15,87,15,86,1
DCU,8198615533,Daniela García,21071951,11,88,11,99,0
EIS,1075237897,Sofía Murillo,12071948,17,41,17,34,0
SIC,6311286808,Daniela Rodríguez,11061993,54,36,54,62,1
AFIS,5886054084,David Murillo,10041976,50,58,50,88,1
HLED-WEB,6731759722,Marcela López,04041945,99,92,99,15,0
CCT,9101724603,David Rodríguez,03071988,15,88,15,19,0
NIP,1778462783,David Hernández,12011977,66,31,66,16,1
EIS,9897378799,Melissa Rodríguez,19071990,81,87,81,31,1
CCT,5067275639,Daniela Hurtado,03121958,25,95,25,22,0
CCT,6914638167,María Hernández,27071979,15,58,15,81,0
TI REN,8650703986,Miguel Cartagena,24121963,88,77,88,47,1
CC DIG,1785477457,Daniela Martínez,23051909,85,36,85,92,1
CCT,6486934394,Carlos Cartagena,24021976,70,35,70,95,0
SIC,6942721908,Gabriela García,21021998,17,92,17,67,0
CC DIG,1789499157,Luis Cartagena,25062009,23,78,23,54,0
HLED-WEB,9576291822,Juan Rodríguez,22052002,91,50,91,51,1
MTR,6875291820,Carlos Hurtado,17051954,95,36,95,88,0
HLED-WEB,0567388922,Daniela Perez,16101992,25,81,25,73,1
CC DIG,6567571325,Ana Cartagena,22032003,13,86,13,31,0
DCU,8769857477,María Cartagena,15031953,63,26,63,2,1
TI,4253030278,Juan Hernández,01111964,94,30,94,3,1
ANI,6007554234,María Hernández,11022004,18,22,18,67,1
TI PV,1050397711,David Castaneda,11061983,17,15,17,24,0
MTR,9028049491,Manuela Hurtado,28011950,63,34,63,10,1
CC REN,9284281420,Carlos López,16051938,44,29,44,2,0
NIP,1677050489,Sofía Hurtado,05101947,27,50,27,25,0
ANI,7701332555,Daniela Martínez,03041956,5,77,5,2,1
CC REC,9393866014,Carlos González,10051966,23,26,23,26,0
CC REN,4485823644,María Rodríguez,17041972,54,90,54,52,1
NUIP,3049681763,David Perez,21101995,50,40,50,65,0
HLED-WEB,5058817126,Gabriela González,06091981,94,81,94,47,1
CC PV,8768012906,Sofía Perez,15051928,94,24,94,81,1
ANI,6071289708,David Hernández,20021978,18,59,18,73,0
MTR,4855178617,Ana Hurtado,12051971,27,35,27,29,0
CC,2521982220,Laura Castaneda,14041935,81,30,81,98,1
CC DIG,5708039989,Sofía Perez,02061991,18,94,18,19,0
TI REN,6305208503,María Perez,01121992,19,4,19,99,0
TI,0802683636,Gabriela Cartagena,20051972,70,10,70,32,1
TI,3958831864,Gabriela Hurtado,19041981,41,73,41,45,1
CCT,5367400842,Daniela Rodríguez,27111971,88,87,88,73,1
CC DUP,0993326399,Gabriela González,22061997,50,44,50,78,0
TI DUP,7974230138,Melissa García,13051930,20,47,20,62,1
SITAC,8808504035,María Perez,22122004,15,68,15,97,0
CC,5795548836,Ana Cifuentes,17111956,18,21,18,98,1
CC DIG,8680944512,María Castaneda,04041952,63,55,63,19,1
SIC,5587047479,Juan Castaneda,12012006,86,40,86,40,0
TI REC,7881044507,Manuela Cartagena,25021974,95,81,95,43,1
CCT,3728008891,Melissa Cartagena,21021962,88,81,88,78,0
MTR,8176613545,Sofía Martínez,15111951,81,77,81,55,1
CC REN,3695858835,Luis López,19052002,54,83,54,73,1
CC REC,4575364112,Carlos González,05081951,94,91,94,20,1
SIC,2508781423,Ana Hernández,23091938,88,73,88,73,0
CC,9716800794,Miguel García,05111925,44,1,44,24,0
TI REC,7851524300,Melissa Perez,27041937,99,42,99,22,0
EIS,3270361580,Luis Castaneda,10101949,88,26,88,51,0
AFIS,0774323798,Marcela Murillo,10091935,81,16,81,65,1
NUIP,5396990734,Laura Castaneda,09061960,8,36,8,62,1
ANI,6918693625,Sofía Castaneda,02101977,66,1,66,58,0
NUIP,1456726567,María Martínez,09021986,25,91,25,97,0
CCT,6774918368,María Hernández,04111946,25,77,25,20,1
NUIP,9775970021,Juan Hurtado,21101999,63,88,63,100,1
TI DUP,4978329642,Laura Rodríguez,02041976,66,25,66,55,1
EIS,3592761786,Sofía Rodríguez,06081941,11,4,11,55,0
HLED-WEB,4349708004,Marcela Hurtado,20081986,25,59,25,68,1
CC REN,0891149302,Marcela Murillo,03062004,44,31,44,100,0
CC REC,1720942999,María González,01071947,17,95,17,74,1
DCU,2980516302,Miguel Cifuentes,07021983,68,81,68,67,1
TI PV,3985855441,Luis Cartagena,26121930,20,16,20,92,1
ANI,3218038165,Laura Castaneda,23042007,99,68,99,4,0
CC PV,2600448697,David Murillo,08041924,70,91,70,24,1
MTR,0960084742,Ana López,25121999,19,24,19,13,0
DCU,6103385409,Carlos Cartagena,02021970,23,94,23,88,0
CC PV,8392604983,Luis Rodríguez,11011938,76,62,76,86,1
CC PV,6598980832,David Perez,06041999,76,38,76,41,1
NIP,6322045800,Ana Perez,23032004,5,59,5,47,1
EIS,0939590754,Melissa García,25101944,86,58,86,47,0
TI REC,9476979399,David Castaneda,09121994,15,92,15,93,1
CC DIG,1266103432,Carlos López,08081989,27,87,27,55,0
HLED-WEB,5220583046,Miguel Perez,04051950,99,20,99,79,1
HLED-WEB,4288553834,Melissa González,27082001,81,74,81,40,0
CC DUP,3474727604,Gabriela González,16062005,73,38,73,35,1
CC REC,5213084828,Laura Hurtado,13111935,86,29,86,13,0
CC DIG,7968417684,Marcela Cifuentes,15041990,91,32,91,100,1
CC DUP,0819353543,Carlos Martínez,03071930,68,95,68,88,0
TI REC,1811048662,Laura Cifuentes,04111958,76,36,76,42,1
TI REN,0655032325,Carlos García,22071999,25,87,25,55,0
ANI,3643545265,Luis González,22042003,76,51,76,83,0
HLED-WEB,3389987380,Laura Martínez,13091997,86,43,86,52,0
CCT,1101394927,Juan Rodríguez,17051942,52,31,52,15,0
NIP,9588161066,Ana Cifuentes,21041958,13,36,13,32,1
DCU,1698823296,Juan Hernández,04101988,88,58,88,30,1
TI DUP,1398257427,Melissa Cifuentes,20041950,81,6,81,98,0
NIP,4029440841,Laura Hurtado,25091937,99,98,99,41,0
MTR,0583082180,Gabriela Castaneda,16121962,27,86,27,99,1
